Site-longitude,Site-latitude,Sample name,"weight (g, with bag)",Site,Site number,Position,depth top,depth bottom,replicate,Sample name isotopes,d18O,Stdev d18O,d2H,Stdev d2H,comment,,
-0.50832,-75.07656,D42_R_9_6,53,D,42,90,0.67,1,,D42_R_9_6,-49.22,0.02,-385.8,0.50,,,
-0.22723,-75.02407,D46_R_0_0,76.7,D,46,0,0,0.33,,D46_R_0_0,-43.51,0.08,-340.9,0.13,,,
-0.22723,-75.02407,D46_R_0_3,60,D,46,0,0.33,0.67,,D46_R_0_3,-46.52,0.05,-364.0,0.58,,,
-0.22723,-75.02407,D46_R_0_6,38.6,D,46,0,0.67,1,,D46_R_0_6,-51.07,0.02,-395.4,0.27,,,
-0.22723,-75.02407,D46_R_1_0,87,D,46,10,0,0.33,,D46_R_1_0,-44.86,0.07,-352.3,0.65,,,
-0.22723,-75.02407,D46_R_1_3,60.9,D,46,10,0.33,0.67,,D46_R_1_3,-48.04,0.03,-376.3,0.56,,,
-0.22723,-75.02407,D46_R_1_6,23.6,D,46,10,0.67,1,,D46_R_1_6,-46.91,0.07,-369.3,0.46,,,
-0.22723,-75.02407,D46_R_2_0,80.8,D,46,20,0,0.33,,D46_R_2_0,-42.34,0.02,-330.6,0.53,,,
-0.22723,-75.02407,D46_R_2_3,54.6,D,46,20,0.33,0.67,,D46_R_2_3,-42.78,0.03,-333.8,0.40,,,
-0.22723,-75.02407,D46_R_2_6,37,D,46,20,0.67,1,,D46_R_2_6,-46.01,0.04,-365.3,0.20,,,
-0.22723,-75.02407,D46_R_3_0,76.1,D,46,30,0,0.33,,D46_R_3_0,-44.12,0.05,-347.8,0.68,,,
-0.22723,-75.02407,D46_R_3_3,67,D,46,30,0.33,0.67,,D46_R_3_3,-43.08,0.04,-335.3,0.61,,,
-0.22723,-75.02407,D46_R_3_6,49.4,D,46,30,0.67,1,,D46_R_3_6,-44.82,0.04,-351.6,0.26,,,
-0.22723,-75.02407,D46_R_4_0,89.7,D,46,40,0,0.33,,D46_R_4_0,-42.34,0.06,-335.5,0.25,,,
-0.22723,-75.02407,D46_R_4_3,66.9,D,46,40,0.33,0.67,,D46_R_4_3,-45.14,0.04,-355.7,0.23,,,
-0.22723,-75.02407,D46_R_4_6,35.7,D,46,40,0.67,1,,D46_R_4_6,-42.97,0.04,-338.9,0.19,,,
-0.22723,-75.02407,D46_R_5_0,78.6,D,46,50,0,0.33,,D46_R_5_0,-45.53,0.01,-357.8,0.34,,,
-0.22723,-75.02407,D46_R_5_3,62,D,46,50,0.33,0.67,,D46_R_5_3,-44.06,0.07,-344.6,0.42,,,
-0.22723,-75.02407,D46_R_5_6,37.9,D,46,50,0.67,1,,D46_R_5_6,-47.07,0.05,-370.3,0.55,,,
-0.22723,-75.02407,D46_R_6_0,71.6,D,46,60,0,0.33,,D46_R_6_0,-43.27,0.03,-339.4,0.51,,,
-0.22723,-75.02407,D46_R_6_3,59.8,D,46,60,0.33,0.67,,D46_R_6_3,-44.32,0.09,-347.7,0.22,,,
-0.22723,-75.02407,D46_R_6_6,44,D,46,60,0.67,1,,D46_R_6_6,-46.54,0.05,-367.1,0.31,,,
-0.22723,-75.02407,D46_R_7_0,99.6,D,46,70,0,0.33,,D46_R_7_0,-43.23,0.04,-340.4,0.20,,,
-0.22723,-75.02407,D46_R_7_3,56.7,D,46,70,0.33,0.67,,D46_R_7_3,-44.76,0.03,-351.3,0.37,,,
-0.22723,-75.02407,D46_R_7_6,20,D,46,70,0.67,1,,D46_R_7_6,-41.02,0.07,-327.8,0.38,,,
-0.22723,-75.02407,D46_R_8_0,71.5,D,46,80,0,0.33,,D46_R_8_0,-41.75,0.08,-326.3,0.37,,,
-0.22723,-75.02407,D46_R_8_3,66,D,46,80,0.33,0.67,,D46_R_8_3,-42.48,0.08,-332.9,0.50,,,
-0.22723,-75.02407,D46_R_8_6,43.3,D,46,80,0.67,1,,D46_R_8_6,-45.14,0.08,-357.3,0.40,,,
-0.22723,-75.02407,D46_R_9_0,67.3,D,46,90,0,0.33,,D46_R_9_0,-43.56,0.06,-342.5,0.46,,,
-0.22723,-75.02407,D46_R_9_3,61.5,D,46,90,0.33,0.67,,D46_R_9_3,-45.05,0.03,-353.0,0.44,,,
-0.22723,-75.02407,D46_R_9_6,44.6,D,46,90,0.67,1,,D46_R_9_6,-43.94,0.07,-346.3,0.44,,,
0.0519,-74.97123,D50_R_0_0,77.1,D,50,0,0,0.33,,D50_R_0_0,-43.69,0.03,-342.9,0.27,,,
0.0519,-74.97123,D50_R_0_3,60.4,D,50,0,0.3,0.67,,D50_R_0_3,-45.65,0.05,-359.3,0.17,,,
0.0519,-74.97123,D50_R_0_6,38.8,D,50,0,0.67,1,,D50_R_0_6,-46.70,0.08,-364.5,0.57,,,
0.0519,-74.97123,D50_R_1_0,82.7,D,50,10,0,0.33,,D50_R_1_0,-43.98,0.06,-346.0,0.18,,,
0.0519,-74.97123,D50_R_1_3,58.7,D,50,10,0.3,0.67,,D50_R_1_3,-45.10,0.06,-354.2,0.47,,,
0.0519,-74.97123,D50_R_1_6,30.3,D,50,10,0.67,1,,D50_R_1_6,-47.55,0.08,-372.9,0.47,,,
0.0519,-74.97123,D50_R_2_0,72.7,D,50,20,0,0.33,,D50_R_2_0,-44.16,0.08,-347.6,0.43,,,
0.0519,-74.97123,D50_R_2_3,56.2,D,50,20,0.3,0.67,,D50_R_2_3,-43.06,0.04,-340.1,0.32,,,
0.0519,-74.97123,D50_R_2_6,52.7,D,50,20,0.67,1,,D50_R_2_6,-42.36,0.05,-335.6,0.61,,,
0.0519,-74.97123,D50_R_3_0,86.6,D,50,30,0,0.33,,D50_R_3_0,-42.82,0.01,-335.4,0.43,,,
0.0519,-74.97123,D50_R_3_3,55.9,D,50,30,0.3,0.67,,D50_R_3_3,-43.93,0.05,-343.2,0.17,,,
0.0519,-74.97123,D50_R_3_6,36.2,D,50,30,0.67,1,,D50_R_3_6,-48.91,0.07,-383.9,0.30,,,
0.0519,-74.97123,D50_R_4_0,73,D,50,40,0,0.33,,D50_R_4_0,-43.38,0.08,-341.5,0.63,,,
0.0519,-74.97123,D50_R_4_3,60.9,D,50,40,0.3,0.67,,D50_R_4_3,-43.72,0.03,-343.9,0.32,,,
0.0519,-74.97123,D50_R_4_6,49.4,D,50,40,0.67,1,,D50_R_4_6,-46.26,0.05,-363.9,0.28,,,
0.0519,-74.97123,D50_R_5_0,88.9,D,50,50,0,0.33,,D50_R_5_0,-42.26,0.02,-332.5,0.47,,,
0.0519,-74.97123,D50_R_5_3,58.4,D,50,50,0.3,0.67,,D50_R_5_3,-43.83,0.05,-347.1,0.07,,,
0.0519,-74.97123,D50_R_5_6,37.2,D,50,50,0.67,1,,D50_R_5_6,-47.64,0.05,-376.4,0.42,,,
0.0519,-74.97123,D50_R_6_0,79,D,50,60,0,0.33,,D50_R_6_0,-43.73,0.03,-342.8,0.26,,,
0.0519,-74.97123,D50_R_6_3,64.9,D,50,60,0.3,0.67,,D50_R_6_3,-41.69,0.09,-326.7,0.25,,,
0.0519,-74.97123,D50_R_6_6,41.6,D,50,60,0.67,1,,D50_R_6_6,-47.03,0.06,-368.4,0.33,,,
0.0519,-74.97123,D50_R_7_0,79,D,50,70,0,0.33,,D50_R_7_0,-44.20,0.02,-346.9,0.21,,,
0.0519,-74.97123,D50_R_7_3,56.1,D,50,70,0.3,0.67,,D50_R_7_3,-43.06,0.04,-335.8,0.63,,,
0.0519,-74.97123,D50_R_7_6,46.9,D,50,70,0.67,1,,D50_R_7_6,-45.14,0.03,-355.4,0.71,,,
0.0519,-74.97123,D50_R_8_0,81,D,50,80,0,0.33,,D50_R_8_0,-43.68,0.05,-342.3,0.14,,,
0.0519,-74.97123,D50_R_8_3,77.7,D,50,80,0.3,0.67,,D50_R_8_3,-42.15,0.04,-329.9,0.58,,,
0.0519,-74.97123,D50_R_8_6,22.1,D,50,80,0.67,1,,D50_R_8_6,-47.95,0.07,-380.1,0.41,,,
0.0519,-74.97123,D50_R_9_0,67.6,D,50,90,0,0.33,,D50_R_9_0,-43.83,0.03,-347.8,0.35,,,
0.0519,-74.97123,D50_R_9_3,58.2,D,50,90,0.3,0.67,,D50_R_9_3,-43.71,0.02,-343.1,0.45,,,
0.0519,-74.97123,D50_R_9_6,50.7,D,50,90,0.67,1,,D50_R_9_6,-42.10,0.05,-328.5,0.30,,,
